employee_id,age,gender,marital_status,attrition,business_travel,over_time,distance_from_home,education_level,job_level,num_companies_worked,total_working_years,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,department_id,job_role_id,education_field_id
1148,42,Male,Single,No,Travel_Rarely,No,29,3,2,4,16,1,0,0,0,3,2,3,4
1150,29,Male,Married,No,Travel_Rarely,Yes,8,1,2,1,10,10,7,1,2,2,2,5,4
1152,38,Male,Married,No,Travel_Rarely,No,1,3,1,1,7,7,6,5,0,2,1,2,1
1154,28,Male,Divorced,No,Travel_Frequently,Yes,6,3,1,1,3,3,1,0,2,2,2,7,2
1156,18,Male,Single,Yes,Non-Travel,No,8,1,1,1,0,0,0,0,0,0,2,3,4
1157,33,Female,Single,Yes,Travel_Rarely,Yes,9,4,2,0,6,5,2,0,3,3,3,8,3
1158,41,Male,Married,No,Travel_Rarely,Yes,12,4,1,3,6,1,0,0,0,4,2,3,2
1160,31,Male,Married,Yes,Travel_Frequently,No,15,3,1,1,2,2,2,2,2,5,2,3,4
1161,37,Female,Divorced,No,Travel_Rarely,No,25,2,2,7,9,6,2,1,3,2,2,1,4
1162,27,Male,Married,No,Travel_Rarely,No,6,3,1,1,4,4,2,2,2,0,2,7,2
1163,34,Female,Married,No,Travel_Rarely,No,9,1,2,1,6,6,5,1,3,3,3,8,2
1164,35,Male,Single,No,Travel_Rarely,No,8,4,1,1,6,5,4,1,4,2,1,2,6
1165,29,Female,Married,Yes,Travel_Rarely,No,23,1,3,1,11,11,8,3,10,3,3,8,2
1166,40,Female,Single,No,Travel_Frequently,No,9,4,3,9,20,18,7,2,13,3,2,6,4
1167,42,Male,Single,Yes,Travel_Frequently,Yes,12,3,4,0,22,21,9,13,14,2,3,8,2
1171,42,Male,Single,No,Travel_Rarely,No,4,4,2,7,9,6,4,1,5,3,3,8,3
1172,35,Male,Married,No,Travel_Rarely,No,1,4,1,6,10,8,0,1,7,2,2,3,4
1173,24,Male,Single,No,Travel_Rarely,No,24,3,1,8,6,4,3,1,2,2,2,3,4
1175,28,Female,Married,Yes,Travel_Rarely,Yes,12,1,1,1,1,1,1,0,0,4,2,3,2
1177,26,Male,Married,No,Travel_Rarely,No,3,4,1,1,8,8,7,0,7,2,2,3,4
1179,30,Male,Married,No,Travel_Rarely,No,10,3,2,1,10,10,3,1,4,3,3,8,3
1180,40,Female,Married,No,Travel_Frequently,Yes,26,2,2,3,16,1,1,0,0,3,2,7,4
1182,35,Male,Divorced,No,Travel_Rarely,No,2,3,3,2,15,7,7,6,4,2,2,5,2
1184,34,Male,Single,No,Travel_Frequently,No,1,3,2,0,14,13,9,4,9,3,2,1,4
1185,35,Male,Married,No,Travel_Frequently,No,4,4,1,1,2,2,2,2,2,2,2,3,5
1188,43,Female,Single,Yes,Travel_Rarely,No,9,3,2,8,7,4,3,1,3,2,3,8,3
1190,32,Female,Divorced,No,Non-Travel,No,2,1,1,1,1,1,0,0,0,3,3,9,2
1191,56,Female,Divorced,No,Travel_Rarely,No,4,4,5,4,28,5,2,4,2,2,2,4,6
1192,29,Female,Married,No,Travel_Rarely,No,6,1,1,1,10,10,8,0,8,5,2,3,4
1193,19,Male,Single,No,Travel_Rarely,No,9,2,1,1,1,1,1,0,0,4,2,7,2
1195,45,Female,Married,No,Travel_Rarely,Yes,7,3,1,4,7,3,2,0,2,2,2,7,4
1196,37,Female,Married,No,Travel_Rarely,No,1,3,2,1,14,14,8,3,11,2,2,5,2
1198,20,Male,Single,No,Travel_Rarely,No,3,3,1,1,2,2,2,1,2,2,2,3,2
1200,44,Male,Single,Yes,Travel_Rarely,Yes,10,4,1,1,6,6,4,0,2,4,2,7,2
1201,53,Female,Divorced,No,Travel_Rarely,No,7,2,5,3,26,7,7,4,7,6,2,4,4
1202,29,Female,Married,No,Travel_Rarely,Yes,15,1,1,0,6,5,4,1,3,2,2,7,2
1203,22,Male,Married,Yes,Travel_Frequently,Yes,3,4,1,0,1,0,0,0,0,5,2,7,2
1204,46,Female,Married,No,Travel_Rarely,No,2,3,4,8,28,26,15,15,9,2,3,4,3
1206,44,Male,Single,No,Non-Travel,No,17,3,1,2,6,0,0,0,0,3,2,7,2
1207,33,Male,Married,No,Travel_Rarely,No,2,3,1,1,5,5,4,1,4,2,1,2,1
1210,41,Male,Divorced,Yes,Non-Travel,No,5,2,1,6,5,1,0,0,0,2,2,7,2
1211,30,Male,Divorced,No,Travel_Rarely,No,29,4,2,8,8,4,3,0,3,3,3,8,2
1212,40,Male,Married,No,Travel_Frequently,No,2,4,2,5,5,0,0,0,0,2,3,8,4
1215,50,Female,Married,No,Travel_Frequently,No,2,3,4,2,32,2,2,2,2,3,2,4,4
1216,28,Male,Married,No,Travel_Rarely,No,19,4,1,1,6,6,5,3,3,2,2,3,4
1217,46,Male,Married,No,Travel_Rarely,No,15,2,5,5,25,4,2,0,3,2,2,6,2
1218,35,Male,Married,No,Travel_Rarely,Yes,17,4,2,3,15,7,7,1,7,2,3,8,2
1219,24,Female,Married,Yes,Travel_Rarely,No,17,2,1,1,1,1,0,0,0,3,2,3,2
1220,33,Female,Married,No,Travel_Frequently,No,25,3,2,1,10,10,7,0,1,3,3,8,4
1221,36,Male,Divorced,No,Travel_Rarely,No,6,4,1,1,7,7,7,1,7,4,2,3,2
1224,30,Male,Divorced,No,Travel_Rarely,No,7,4,2,1,10,10,7,8,9,4,2,3,2
1225,44,Male,Single,No,Travel_Rarely,No,29,4,2,1,20,20,11,13,17,3,2,7,5
1226,20,Male,Single,No,Travel_Rarely,No,21,3,1,1,2,2,1,2,2,2,3,9,3
1228,46,Male,Divorced,No,Travel_Rarely,No,2,4,2,2,12,6,3,1,4,3,2,5,6
1231,42,Male,Married,No,Non-Travel,No,2,5,2,7,10,4,3,0,3,3,1,2,4
1233,60,Male,Divorced,No,Travel_Rarely,Yes,7,4,2,0,12,11,7,1,9,3,3,8,3
1234,32,Female,Married,No,Travel_Frequently,No,13,3,1,1,2,2,2,2,2,2,2,3,5
1235,32,Female,Single,No,Travel_Frequently,Yes,2,2,2,4,10,8,7,0,7,2,2,7,2
1237,36,Female,Divorced,No,Travel_Rarely,Yes,1,3,3,2,17,7,7,7,7,2,2,5,6
1238,33,Male,Married,No,Travel_Rarely,No,9,3,1,0,15,14,10,4,10,5,2,7,4
1239,40,Female,Divorced,No,Travel_Rarely,No,10,3,2,7,7,5,1,1,3,2,3,8,6
1240,25,Male,Single,No,Travel_Rarely,No,10,4,2,0,5,4,3,1,1,4,3,8,2
1241,30,Male,Married,No,Travel_Rarely,Yes,1,3,1,0,12,11,9,5,7,2,2,7,4
1242,42,Female,Married,No,Travel_Frequently,Yes,26,5,3,3,20,1,0,0,0,6,2,6,4
1243,35,Female,Married,No,Non-Travel,Yes,8,2,3,4,16,13,2,4,12,6,3,8,3
1244,27,Male,Married,No,Travel_Rarely,Yes,14,3,1,1,9,9,7,6,8,3,2,7,2
1245,54,Female,Divorced,No,Travel_Frequently,No,1,4,3,7,33,5,4,1,4,2,2,5,2
1246,44,Female,Married,No,Travel_Rarely,No,2,1,1,1,10,10,5,7,7,5,2,7,2
1248,19,Female,Single,Yes,Non-Travel,Yes,10,3,1,1,1,1,1,0,0,2,2,7,4
1249,29,Female,Divorced,No,Travel_Rarely,No,1,3,1,1,3,3,2,1,2,5,2,7,2
1250,54,Male,Married,No,Travel_Rarely,No,3,3,4,3,36,10,9,0,9,2,2,6,2
1251,31,Male,Married,No,Travel_Rarely,Yes,11,2,2,1,6,6,5,0,1,2,2,1,4
1252,31,Female,Single,No,Travel_Rarely,No,24,3,2,1,10,10,9,1,8,2,2,1,4
1254,59,Female,Single,No,Travel_Rarely,No,3,3,2,5,13,6,1,0,5,2,3,8,2
1255,43,Male,Married,No,Travel_Rarely,No,3,3,5,3,25,8,7,0,7,2,2,6,2
1256,49,Male,Married,No,Travel_Rarely,No,4,2,5,2,23,1,0,0,0,2,2,4,4
1257,36,Male,Married,No,Travel_Frequently,No,3,3,1,1,12,11,10,0,7,2,2,7,6
1258,48,Male,Single,No,Travel_Rarely,No,2,2,1,5,7,1,0,0,0,4,2,3,6
1259,27,Male,Divorced,No,Travel_Rarely,No,4,2,1,1,5,5,3,0,3,2,2,7,2
1260,29,Male,Divorced,No,Travel_Rarely,Yes,7,3,2,1,6,6,0,1,0,2,2,1,2
1263,48,Male,Single,No,Travel_Rarely,No,1,3,5,6,25,1,0,0,0,3,2,6,2
1264,29,Female,Divorced,No,Travel_Rarely,No,1,3,4,3,9,7,7,1,7,2,2,6,2
1265,34,Female,Married,No,Travel_Rarely,No,20,3,1,0,2,1,0,0,0,5,2,7,6
1267,44,Male,Married,No,Travel_Rarely,No,5,3,5,7,26,22,9,3,10,5,3,4,3
1268,33,Male,Divorced,No,Travel_Rarely,Yes,10,5,3,0,10,9,8,0,8,3,3,8,3
1269,19,Female,Single,No,Travel_Rarely,Yes,25,3,1,1,1,1,0,0,1,2,2,7,2
1270,23,Male,Married,No,Travel_Rarely,No,1,2,1,1,1,1,0,0,1,2,2,7,2
1273,25,Male,Single,Yes,Travel_Frequently,Yes,24,1,1,1,1,1,0,1,0,4,3,9,2
1275,26,Male,Single,No,Travel_Rarely,Yes,4,2,1,1,8,8,5,2,2,2,2,7,2
1277,45,Female,Single,Yes,Travel_Rarely,Yes,2,3,5,2,26,24,10,1,11,2,3,4,3
1278,55,Male,Divorced,No,Non-Travel,Yes,8,1,4,1,34,33,9,15,0,3,2,1,4
1279,21,Female,Single,Yes,Travel_Frequently,No,10,2,1,1,2,2,2,2,2,2,2,3,2
1280,46,Female,Married,No,Travel_Rarely,No,4,2,5,2,26,11,4,0,8,2,3,4,3
1281,34,Female,Single,No,Travel_Rarely,Yes,2,3,2,0,4,3,2,0,2,3,3,8,3
1282,51,Male,Divorced,No,Travel_Frequently,Yes,9,3,5,4,31,29,10,11,10,5,3,4,2
1283,59,Male,Single,No,Travel_Rarely,No,18,4,3,6,25,9,7,5,4,6,2,5,4
1285,34,Female,Divorced,No,Travel_Frequently,No,19,3,2,4,15,11,8,5,10,2,2,3,4
1286,28,Male,Single,No,Travel_Frequently,Yes,1,4,1,0,5,4,2,0,2,2,2,3,4
1288,44,Male,Divorced,No,Travel_Rarely,No,4,2,5,1,26,25,9,14,13,4,2,4,2
1289,34,Male,Married,No,Travel_Frequently,No,11,3,2,4,14,10,9,1,8,5,1,2,2
1291,35,Male,Married,No,Travel_Rarely,Yes,6,1,1,0,4,3,2,2,2,3,2,7,2
1292,42,Female,Married,No,Travel_Rarely,Yes,7,4,2,6,18,1,0,0,0,2,2,7,4
1293,43,Female,Single,No,Travel_Rarely,No,4,4,3,3,23,21,7,15,17,3,3,8,3
1294,36,Female,Single,No,Travel_Rarely,Yes,2,4,2,9,18,16,14,5,12,2,2,5,2
1295,44,Female,Married,Yes,Travel_Rarely,No,15,3,3,1,10,10,7,0,5,2,2,1,4
1296,28,Male,Married,No,Travel_Frequently,Yes,2,3,1,1,2,2,2,2,2,2,2,3,2
1297,51,Female,Single,No,Travel_Frequently,No,6,2,1,0,8,7,0,7,7,6,2,3,4
1298,30,Female,Single,No,Non-Travel,Yes,9,2,2,7,10,8,4,1,7,3,2,5,4
1299,29,Female,Divorced,Yes,Travel_Rarely,Yes,7,3,1,3,10,7,7,7,7,2,2,3,6
1301,28,Male,Single,No,Travel_Rarely,No,1,3,1,2,5,3,2,1,2,2,2,7,6
1303,25,Female,Single,No,Travel_Rarely,No,1,3,1,1,2,2,2,2,1,3,2,7,4
1304,32,Male,Married,No,Travel_Rarely,No,8,3,2,1,10,10,7,0,8,4,3,8,4
1306,45,Female,Single,No,Travel_Frequently,No,25,3,5,3,22,0,0,0,0,4,2,4,4
1307,39,Female,Divorced,No,Travel_Rarely,Yes,13,4,4,6,21,19,9,15,2,4,2,4,4
1308,58,Male,Divorced,No,Travel_Rarely,No,23,4,1,1,2,2,2,2,2,3,2,7,2
1309,32,Male,Married,Yes,Travel_Rarely,No,7,2,2,1,10,10,4,1,1,3,2,3,2
1310,39,Male,Single,Yes,Travel_Rarely,No,23,3,1,0,6,5,2,0,3,2,2,7,4
1311,30,Female,Married,No,Travel_Rarely,No,6,3,2,0,10,9,2,6,7,6,2,3,6
1312,36,Female,Married,No,Travel_Rarely,No,10,4,3,3,10,7,7,1,7,0,2,1,6
1314,46,Female,Single,No,Travel_Rarely,No,1,2,1,6,10,7,6,5,7,3,1,2,2
1315,28,Female,Married,No,Non-Travel,No,1,3,2,0,10,9,8,7,5,6,2,3,2
1317,50,Female,Married,No,Travel_Rarely,Yes,28,3,4,4,25,3,2,1,2,2,2,6,2
1318,40,Male,Single,Yes,Travel_Rarely,Yes,25,4,3,2,9,5,4,1,0,2,3,8,3
1319,52,Male,Single,Yes,Travel_Rarely,Yes,5,3,3,9,10,8,7,7,7,2,3,8,2
1321,30,Female,Married,No,Travel_Rarely,Yes,17,4,3,1,9,9,1,0,8,2,2,4,4
1322,39,Male,Single,No,Travel_Rarely,No,18,2,2,0,9,8,7,1,7,6,2,5,2
1324,31,Female,Divorced,No,Non-Travel,Yes,2,4,3,1,10,10,8,9,6,5,3,8,2
1329,41,Male,Single,No,Non-Travel,No,10,2,2,1,19,19,2,11,9,4,3,8,4
1331,31,Female,Single,Yes,Travel_Frequently,Yes,1,3,1,1,3,3,2,2,2,2,3,9,2
1333,44,Male,Married,Yes,Travel_Rarely,No,3,3,1,4,10,3,2,1,2,4,2,3,2
1334,42,Male,Married,No,Non-Travel,Yes,2,1,4,0,21,20,8,2,10,3,2,4,2
1336,55,Female,Married,No,Travel_Rarely,No,2,2,5,4,23,19,9,9,11,5,2,4,4
1338,56,Male,Single,No,Travel_Rarely,No,8,4,5,6,36,7,3,7,7,4,1,4,2
1340,40,Male,Divorced,No,Non-Travel,No,16,2,1,9,6,4,2,0,0,0,2,7,2
1344,34,Male,Divorced,No,Travel_Rarely,No,9,3,3,0,10,9,7,1,6,0,2,1,2
1346,40,Male,Single,No,Travel_Rarely,No,2,3,2,1,9,9,8,8,8,4,2,7,2
1349,41,Female,Divorced,No,Travel_Frequently,No,1,3,2,0,10,9,3,1,7,2,3,8,3
1350,35,Male,Single,No,Travel_Frequently,Yes,4,4,2,1,9,9,6,1,1,3,2,7,2
1352,51,Male,Divorced,No,Travel_Rarely,Yes,5,3,4,1,33,33,9,0,10,2,1,4,2
1355,38,Female,Divorced,No,Travel_Rarely,No,2,2,2,3,11,7,7,1,7,3,3,8,2
1356,34,Female,Single,No,Travel_Rarely,No,15,2,2,1,10,10,8,9,6,6,3,8,4
1358,25,Male,Married,No,Travel_Rarely,No,19,1,1,3,7,3,2,1,2,6,2,3,4
1360,58,Female,Married,Yes,Travel_Rarely,Yes,7,4,3,7,31,10,9,5,9,0,2,5,4
1361,40,Male,Married,No,Travel_Rarely,No,1,4,1,3,7,4,2,0,3,3,2,3,2
1362,36,Female,Married,No,Travel_Frequently,No,7,3,2,2,17,15,7,6,13,2,3,8,3
1363,48,Male,Single,No,Travel_Rarely,No,4,3,3,1,11,10,9,0,8,2,2,5,2
1364,27,Female,Married,No,Travel_Rarely,No,11,3,1,8,5,1,0,0,0,4,3,9,4
1367,51,Female,Single,No,Travel_Rarely,No,11,2,4,3,29,5,2,0,3,1,2,5,6
1368,18,Female,Single,No,Non-Travel,No,1,3,1,1,0,0,0,0,0,5,2,3,2
1369,35,Female,Married,No,Travel_Rarely,No,1,3,2,0,10,9,7,0,0,0,2,3,4
1371,27,Male,Single,No,Travel_Frequently,No,2,1,2,3,8,6,2,0,0,3,3,8,2
1372,55,Male,Single,Yes,Travel_Rarely,Yes,13,4,4,6,24,19,7,3,8,2,3,8,3
1373,56,Male,Married,No,Travel_Rarely,Yes,23,3,4,4,33,19,16,15,9,0,2,5,2
1374,34,Female,Divorced,No,Non-Travel,No,26,1,1,1,5,5,4,0,0,2,2,7,6
1375,40,Female,Divorced,No,Travel_Rarely,No,2,1,2,5,15,12,11,11,8,0,2,1,4
1377,34,Male,Married,No,Travel_Rarely,No,29,3,2,4,10,8,7,7,7,1,2,3,4
1379,31,Female,Single,Yes,Travel_Frequently,No,2,3,1,7,3,1,0,0,0,3,3,9,2
1380,35,Female,Married,Yes,Travel_Frequently,Yes,18,4,2,0,5,4,2,3,2,0,3,8,3
1382,38,Male,Divorced,No,Travel_Frequently,No,7,3,1,1,4,4,2,0,3,2,2,7,2
1383,34,Female,Single,No,Travel_Rarely,No,2,4,2,1,14,14,11,4,11,2,2,1,6
1387,28,Male,Married,No,Travel_Rarely,No,26,3,2,1,5,5,3,0,4,0,3,8,2
1389,31,Male,Married,Yes,Travel_Rarely,Yes,22,4,2,1,10,10,2,6,7,3,2,5,4
1390,39,Male,Married,No,Travel_Rarely,Yes,21,4,2,3,8,5,4,1,4,2,3,8,2
1391,51,Male,Married,No,Travel_Frequently,No,2,3,3,2,14,4,2,3,2,5,3,8,3
1392,41,Female,Divorced,No,Travel_Frequently,Yes,22,3,2,3,12,6,2,3,3,4,2,7,2
1394,37,Male,Married,No,Travel_Rarely,Yes,4,1,1,7,8,6,4,1,3,2,2,7,2
1395,33,Male,Married,No,Travel_Frequently,No,5,1,2,6,8,5,4,1,2,2,3,8,2
1396,32,Male,Married,No,Travel_Rarely,Yes,2,1,2,0,4,3,2,1,2,3,3,8,3
1397,39,Male,Married,No,Non-Travel,No,25,2,3,3,13,6,4,0,5,2,2,1,2
1399,25,Male,Married,No,Travel_Rarely,No,18,1,2,2,6,3,2,1,2,3,3,8,2
1401,52,Female,Married,No,Travel_Frequently,Yes,28,2,4,2,24,5,3,0,2,3,2,5,4
1402,43,Female,Single,No,Travel_Rarely,Yes,6,3,2,1,20,20,7,1,8,3,2,7,4
1403,27,Female,Married,No,Travel_Rarely,Yes,10,3,2,1,6,6,2,4,4,3,3,8,3
1405,27,Female,Single,Yes,Travel_Rarely,Yes,17,4,1,1,8,8,2,7,7,2,2,7,2
1407,26,Male,Single,No,Travel_Rarely,No,2,1,1,0,5,4,3,1,1,2,2,7,4
1408,42,Female,Married,No,Travel_Rarely,No,10,3,4,0,21,20,7,0,9,5,1,4,1
1409,52,Female,Married,No,Travel_Rarely,No,8,4,1,9,12,5,4,0,4,2,2,3,5
1411,37,Female,Single,No,Travel_Rarely,No,11,3,1,4,8,3,2,0,2,6,2,3,4
1412,35,Male,Single,No,Travel_Frequently,No,18,2,3,2,10,2,2,2,2,2,2,5,2
1415,25,Male,Married,No,Travel_Rarely,No,1,3,1,4,7,3,2,0,2,2,2,3,6
1417,26,Male,Single,No,Travel_Rarely,No,7,3,1,0,8,7,7,0,7,2,2,3,5
1419,29,Male,Single,No,Travel_Rarely,No,17,3,3,1,10,10,9,0,9,3,1,2,5
1420,49,Male,Single,Yes,Travel_Frequently,No,28,2,2,3,20,4,3,1,3,2,2,3,2
1421,29,Female,Single,Yes,Travel_Frequently,Yes,14,1,3,0,9,8,7,7,7,1,2,1,5
1422,54,Female,Single,No,Travel_Rarely,No,1,3,4,6,29,20,7,12,7,3,2,6,4
1423,58,Female,Married,No,Travel_Rarely,Yes,1,3,5,3,32,9,8,1,5,3,2,6,4
1424,55,Male,Divorced,No,Travel_Rarely,No,1,4,4,2,31,7,7,0,0,4,2,6,4
1425,36,Female,Single,No,Travel_Rarely,Yes,3,4,2,3,15,5,4,0,1,3,3,8,3
1427,31,Female,Single,Yes,Travel_Frequently,No,1,4,1,1,1,1,0,0,0,3,3,9,2
1428,30,Female,Divorced,No,Travel_Rarely,No,7,4,2,7,8,3,2,0,2,3,3,8,3
1430,31,Female,Single,No,Travel_Rarely,No,8,5,4,3,9,3,2,1,0,3,2,6,2
1431,34,Male,Divorced,No,Travel_Frequently,No,1,4,1,5,10,4,3,1,3,2,2,7,5
1433,31,Female,Single,Yes,Travel_Rarely,No,8,3,1,1,1,1,0,0,0,3,2,7,2
1434,27,Male,Married,No,Travel_Rarely,No,11,1,1,0,6,5,0,1,4,3,2,3,2
1435,36,Male,Single,No,Travel_Rarely,No,4,4,2,1,10,10,4,1,8,2,2,3,2
1436,36,Female,Married,No,Travel_Rarely,No,16,4,2,4,11,3,2,0,2,3,3,8,3
1438,47,Male,Married,No,Travel_Rarely,No,1,3,1,7,17,6,5,1,2,2,2,7,6
1439,25,Male,Married,Yes,Travel_Rarely,No,9,2,1,3,6,3,2,2,2,2,3,9,2
1440,37,Male,Single,No,Non-Travel,No,5,2,1,0,7,6,5,1,3,2,2,3,6
1441,56,Female,Married,No,Travel_Rarely,No,1,2,1,2,5,3,2,1,0,3,2,7,2
1443,47,Female,Married,No,Travel_Rarely,No,2,4,4,3,26,20,17,5,6,2,2,6,4
1445,24,Female,Married,No,Travel_Rarely,Yes,4,1,2,1,5,5,4,0,3,3,3,8,4
1446,32,Male,Married,No,Travel_Rarely,No,7,5,2,4,7,4,3,0,3,3,3,8,3
1447,34,Female,Married,No,Travel_Rarely,No,1,3,1,5,7,5,4,0,2,2,2,3,2
1448,41,Male,Married,No,Travel_Rarely,Yes,5,5,1,2,7,4,2,0,3,5,2,7,4
1449,40,Male,Divorced,No,Non-Travel,No,9,4,2,3,11,8,7,0,7,2,2,3,5
1453,31,Male,Divorced,No,Travel_Rarely,No,8,2,3,1,13,13,7,9,9,5,3,8,2
1457,46,Male,Divorced,Yes,Travel_Rarely,No,9,3,3,4,28,7,7,4,3,1,3,8,3
1458,39,Female,Single,Yes,Non-Travel,Yes,2,3,1,2,11,1,0,0,0,2,2,3,2
1459,31,Female,Single,Yes,Travel_Frequently,No,1,5,3,1,10,10,8,4,7,2,2,5,2
1460,45,Male,Divorced,No,Travel_Rarely,Yes,20,3,3,2,24,7,7,0,7,2,2,1,4
1461,31,Female,Single,No,Travel_Rarely,No,8,2,1,9,8,3,2,0,2,3,1,2,4
1464,31,Male,Married,Yes,Travel_Frequently,Yes,2,3,1,6,7,2,2,2,2,2,2,3,2
1465,45,Male,Married,No,Travel_Rarely,Yes,29,3,3,4,10,3,1,1,2,4,2,5,6
1466,48,Male,Divorced,No,Travel_Rarely,No,7,3,2,4,15,2,2,2,2,3,3,8,3
1467,34,Female,Married,Yes,Travel_Rarely,No,9,4,1,1,2,2,2,2,2,0,1,2,6
1468,40,Male,Divorced,No,Non-Travel,No,8,1,3,2,16,9,8,4,8,5,2,6,4
1469,28,Male,Single,No,Travel_Rarely,No,5,3,2,0,6,5,4,1,3,4,3,8,4
1471,44,Male,Single,No,Non-Travel,No,5,3,1,3,7,5,2,0,3,5,2,3,2
1472,53,Male,Single,No,Travel_Rarely,No,2,3,4,4,35,9,8,8,8,2,2,6,4
1473,49,Male,Married,No,Travel_Rarely,No,5,4,2,2,20,3,2,1,2,0,2,1,6
1474,40,Male,Divorced,No,Travel_Rarely,No,2,3,1,2,8,3,1,1,2,3,2,7,4
1475,44,Male,Single,No,Travel_Rarely,No,20,3,1,1,6,5,2,1,3,3,2,7,2
1477,33,Male,Married,No,Travel_Frequently,No,7,3,2,0,5,4,3,0,3,2,3,8,4
1478,34,Male,Single,No,Travel_Rarely,No,3,3,2,3,15,13,9,3,12,2,3,8,5
1479,30,Male,Married,No,Travel_Rarely,No,16,1,2,8,4,2,1,2,2,2,3,8,2
1480,42,Female,Single,No,Travel_Frequently,No,9,2,1,1,12,12,9,5,8,3,2,3,4
1481,44,Female,Married,No,Travel_Frequently,No,1,5,2,7,11,1,0,0,0,4,3,8,3
1482,30,Male,Divorced,No,Non-Travel,No,7,3,1,1,1,1,0,0,0,2,2,7,6
1483,57,Male,Married,No,Travel_Rarely,No,1,2,2,0,13,12,9,2,8,2,2,7,2
1484,49,Male,Divorced,No,Travel_Rarely,No,7,4,3,3,29,8,7,0,7,3,2,1,2
1485,34,Male,Divorced,No,Travel_Frequently,No,15,3,4,7,16,14,8,6,9,3,2,6,4
1486,28,Male,Married,Yes,Travel_Frequently,No,1,3,1,3,5,3,2,1,2,3,3,9,6
1487,29,Female,Single,Yes,Travel_Frequently,No,13,3,2,5,7,5,3,0,0,4,3,8,6
1489,34,Female,Single,Yes,Travel_Rarely,Yes,24,4,2,0,16,15,9,10,10,2,3,8,4
1492,35,Male,Married,No,Travel_Rarely,No,7,1,1,1,1,1,0,0,0,3,3,9,2
1494,24,Male,Single,Yes,Travel_Frequently,Yes,9,3,1,2,4,0,0,0,0,2,2,3,4
1495,24,Female,Married,No,Non-Travel,No,13,2,1,1,1,1,0,0,0,2,3,9,2
1496,44,Male,Single,No,Travel_Frequently,Yes,2,1,3,5,16,2,2,2,2,2,2,5,4
1497,29,Male,Divorced,No,Travel_Rarely,No,19,3,2,1,10,10,7,0,4,3,3,8,2
1499,30,Male,Divorced,No,Travel_Rarely,No,1,3,1,0,6,5,3,1,3,3,1,2,2
1501,55,Male,Married,No,Travel_Rarely,Yes,4,4,2,0,4,3,2,1,2,2,2,1,2
1502,33,Female,Married,No,Travel_Rarely,No,4,4,1,8,8,5,4,0,2,5,2,3,4
1503,47,Female,Married,No,Travel_Rarely,Yes,14,3,2,3,11,5,4,1,2,4,3,8,4
1504,28,Male,Single,Yes,Travel_Frequently,No,2,2,1,7,8,0,0,0,0,2,2,3,4
1506,28,Male,Divorced,No,Travel_Rarely,No,1,3,1,1,1,1,0,0,0,2,2,7,2
1507,28,Male,Single,No,Travel_Frequently,No,7,3,2,0,5,4,2,1,3,5,3,8,2
1509,49,Female,Married,No,Travel_Rarely,No,3,2,2,4,10,3,2,1,2,3,2,3,4
1513,29,Female,Married,No,Travel_Frequently,No,2,1,1,0,4,3,2,0,2,3,2,3,2
1514,28,Male,Married,No,Travel_Rarely,No,29,1,2,1,8,8,6,1,7,2,2,5,2
1515,33,Male,Single,No,Travel_Rarely,Yes,8,5,2,2,14,0,0,0,0,6,2,1,2
1516,32,Male,Single,No,Travel_Rarely,No,10,3,3,2,10,5,2,0,0,5,2,4,4
1520,54,Female,Divorced,No,Travel_Frequently,No,11,4,4,3,26,14,9,1,12,2,2,4,4
1522,29,Male,Single,Yes,Travel_Rarely,No,1,4,1,6,11,9,7,0,7,2,2,7,6
1523,44,Male,Married,No,Travel_Rarely,No,28,3,4,3,24,20,6,14,17,1,2,6,2
1525,39,Female,Single,No,Travel_Rarely,No,6,3,3,4,9,2,0,2,2,3,2,5,2
1527,46,Female,Married,No,Travel_Rarely,No,3,3,4,8,23,13,12,5,1,2,3,4,2
1529,35,Female,Single,No,Travel_Rarely,No,16,3,3,1,11,11,8,3,3,3,2,1,2
1533,23,Male,Single,No,Travel_Rarely,No,20,1,2,0,5,4,3,1,2,2,2,3,2
1534,40,Male,Single,Yes,Travel_Rarely,No,9,4,1,3,15,5,4,1,0,3,2,3,2
1535,34,Male,Married,No,Travel_Rarely,Yes,1,3,3,1,10,10,9,8,6,3,3,8,6
1537,31,Female,Single,Yes,Travel_Frequently,No,3,3,1,1,7,7,2,7,7,2,2,7,2
1539,50,Male,Single,No,Travel_Frequently,Yes,22,5,4,1,32,32,6,13,9,2,2,6,4
1541,34,Male,Married,No,Travel_Rarely,Yes,7,2,1,0,12,11,10,5,7,4,3,9,6
1542,42,Male,Married,No,Travel_Rarely,No,2,3,1,4,4,1,0,0,0,3,2,3,4
1543,37,Male,Married,No,Travel_Rarely,No,13,3,2,1,10,10,8,3,7,2,2,7,4
1544,29,Female,Married,No,Travel_Rarely,No,8,1,2,3,9,7,7,0,7,3,2,1,5
1545,33,Male,Single,No,Travel_Rarely,No,25,3,2,1,5,5,3,0,2,2,2,5,2
1546,45,Male,Married,No,Travel_Rarely,No,28,3,1,4,8,5,4,0,3,3,2,7,6
1547,42,Male,Married,No,Travel_Frequently,Yes,2,3,3,2,24,20,8,13,9,3,2,1,2
1548,40,Male,Married,No,Travel_Rarely,No,9,2,2,0,9,8,4,7,1,5,3,8,4
